sample_id,machine_id,machine_type,model,component,sample_date,smu_hours,oil_hours,oil_changed,fe_ppm,cu_ppm,cr_ppm,pb_ppm,al_ppm,si_ppm,na_ppm,k_ppm,water_pct,fuel_pct,glycol_pct,soot_pct,visc40,oxidation,nitration,tbn,pq_index,lab_severity
S00001223,EX-014,EXCAVATOR,336,TRANSMISSION,2023-04-06,6878.9,859.2,N,51.1,15.5,3.59,7.3,6.7,8.6,6.1,3.4,0.036,0.0,0.0,0.14,68.8,12.6,6.7,5.17,17.8,NORMAL
S00001224,EX-014,EXCAVATOR,336,TRANSMISSION,2023-06-06,7384.7,4.7,N,20.0,6.3,1.77,3.6,2.5,4.7,1.5,1.2,0.033,0.0,0.0,0.05,65.6,6.5,3.4,6.35,8.0,NORMAL
S00001225,EX-014,EXCAVATOR,336,TRANSMISSION,2023-07-23,7781.1,401.1,N,36.5,11.3,2.93,5.2,4.6,6.5,3.2,2.2,0.05,0.0,0.0,0.08,69.4,8.7,4.9,6.01,11.0,NORMAL
S00001226,EX-014,EXCAVATOR,336,TRANSMISSION,2023-10-05,8403.5,23.3,N,20.4,9.3,1.77,3.0,3.4,3.1,1.5,1.1,0.031,0.0,0.0,0.05,70.2,5.8,3.6,6.97,7.9,NORMAL
S00001227,EX-014,EXCAVATOR,336,TRANSMISSION,2023-12-13,8988.9,608.7,N,50.1,16.1,3.46,7.1,6.8,6.7,3.6,3.4,0.038,0.0,0.0,0.1,65.2,10.5,6.6,5.45,14.2,NORMAL
S00001228,EX-014,EXCAVATOR,336,TRANSMISSION,2024-02-03,9426.5,26.0,N,25.8,8.4,2.18,3.3,3.0,4.8,1.8,1.3,0.03,0.0,0.0,0.05,70.3,5.7,3.5,7.18,8.3,NORMAL
S00001229,EX-014,EXCAVATOR,336,TRANSMISSION,2024-03-27,9870.2,469.8,N,34.3,16.4,2.77,4.5,4.5,10.1,2.3,1.7,0.024,0.0,0.0,0.11,66.7,10.7,4.7,5.52,15.2,NORMAL
S00001230,EX-014,EXCAVATOR,336,TRANSMISSION,2024-06-09,10493.9,53.0,N,23.3,5.9,2.29,4.0,2.7,3.8,2.4,1.7,0.03,0.0,0.0,0.06,68.9,6.3,3.7,5.9,9.5,NORMAL
S00001231,EX-014,EXCAVATOR,336,TRANSMISSION,2024-07-17,10813.6,372.7,N,30.0,14.4,2.51,5.3,4.8,5.7,2.3,1.8,0.029,0.0,0.0,0.1,65.9,8.0,4.9,5.91,13.6,NORMAL
S00001232,EX-014,EXCAVATOR,336,TRANSMISSION,2024-09-07,11253.4,812.6,N,42.3,22.1,4.49,7.4,6.3,10.2,3.8,2.4,0.028,0.0,0.0,0.12,67.1,10.6,6.0,4.67,20.3,NORMAL
S00001233,EX-014,EXCAVATOR,336,TRANSMISSION,2024-11-06,11756.0,56.1,N,23.0,7.8,2.49,3.8,2.9,4.5,2.2,1.0,0.041,0.0,0.0,0.06,66.6,6.8,3.5,6.35,8.2,NORMAL
S00001234,EX-014,EXCAVATOR,336,TRANSMISSION,2025-01-04,12253.3,553.4,N,37.9,15.5,4.65,5.6,3.8,6.4,3.6,2.1,0.046,0.0,0.0,0.09,65.8,9.6,5.5,5.65,13.7,NORMAL
S00001235,EX-014,EXCAVATOR,336,TRANSMISSION,2025-02-13,12587.3,887.4,N,76.9,20.0,4.33,8.4,5.9,6.7,3.6,3.2,0.042,0.0,0.0,0.13,67.7,10.0,6.7,4.41,20.3,NORMAL
S00001236,EX-014,EXCAVATOR,336,TRANSMISSION,2025-04-03,13005.2,35.7,N,23.7,10.8,1.59,3.4,3.2,3.3,1.4,1.2,0.022,0.0,0.0,0.04,67.6,6.0,3.1,6.83,9.4,NORMAL
S00001237,EX-014,EXCAVATOR,336,TRANSMISSION,2025-05-27,13452.9,483.4,N,40.9,24.9,2.13,12.8,4.5,6.4,3.0,1.5,0.026,0.0,0.0,0.1,66.9,8.6,5.3,5.96,13.4,NORMAL
S00001238,EX-014,EXCAVATOR,336,TRANSMISSION,2025-07-24,13942.0,972.4,N,99.9,50.1,4.24,25.7,6.9,11.4,3.8,3.4,0.046,0.0,0.0,0.18,67.0,11.6,7.3,4.2,29.2,ACTION
S00001239,EX-014,EXCAVATOR,336,TRANSMISSION,2025-09-27,14489.4,2.2,N,79.4,7.8,5.86,3.4,2.7,3.2,1.2,0.9,0.044,0.0,0.0,0.06,69.6,6.0,3.7,6.03,48.3,MONITOR
S00001240,EX-014,EXCAVATOR,336,TRANSMISSION,2025-11-24,14982.6,495.5,N,35.0,9.4,2.99,5.8,3.9,7.1,2.5,2.2,0.012,0.0,0.0,0.13,69.6,10.0,5.2,5.61,17.6,NORMAL
S00001241,EX-014,EXCAVATOR,336,TRANSMISSION,2025-12-28,15265.1,778.0,N,44.0,15.9,2.93,5.6,7.0,8.7,4.0,2.2,0.028,0.0,0.0,0.15,65.5,10.9,5.0,4.79,19.2,NORMAL
S00001242,EX-014,EXCAVATOR,336,TRANSMISSION,2026-02-26,15767.8,5.0,N,18.0,6.6,1.83,2.3,3.1,3.9,1.3,1.1,0.038,0.0,0.0,0.04,69.6,7.1,3.4,7.14,8.2,NORMAL
S00001243,EX-014,EXCAVATOR,336,TRANSMISSION,2026-04-10,16134.2,371.5,N,39.7,12.7,2.25,5.5,5.1,4.6,4.1,2.2,0.032,0.0,0.0,0.08,69.7,8.1,5.2,6.56,17.0,NORMAL
S00001244,EX-014,EXCAVATOR,336,TRANSMISSION,2026-05-23,16493.7,730.9,N,51.1,19.5,3.2,6.5,4.6,7.6,3.1,2.3,0.047,0.0,0.0,0.11,69.4,11.9,6.0,5.13,16.4,NORMAL
S00001259,EX-015,EXCAVATOR,336,ENGINE,2023-02-19,6009.9,57.3,N,13.6,4.8,1.07,2.1,2.9,4.3,2.6,2.8,0.01,0.49,0.0,0.23,105.8,9.7,6.0,10.07,5.6,NORMAL
S00001260,EX-015,EXCAVATOR,336,ENGINE,2023-04-23,6387.3,434.7,N,20.5,9.6,2.95,4.7,6.1,14.2,5.4,3.6,0.018,0.45,0.0,0.69,111.7,17.1,10.4,6.81,8.8,NORMAL
S00001261,EX-015,EXCAVATOR,336,ENGINE,2023-06-10,6674.3,17.2,N,7.9,4.2,1.29,2.5,2.1,5.0,2.1,2.0,0.019,0.63,0.0,0.24,107.5,9.2,5.5,10.59,5.9,NORMAL
S00001262,EX-015,EXCAVATOR,336,ENGINE,2023-07-13,6872.1,215.0,N,15.7,4.3,2.02,3.7,3.2,6.5,3.4,3.5,0.025,0.39,0.0,0.41,108.9,12.2,7.1,9.21,7.3,NORMAL
S00001263,EX-015,EXCAVATOR,336,ENGINE,2023-08-15,7073.2,416.1,N,25.5,12.7,2.12,5.2,8.7,11.1,7.3,4.4,0.588,0.62,0.069,0.75,102.3,16.6,10.8,6.5,8.9,MONITOR
S00001264,EX-015,EXCAVATOR,336,ENGINE,2023-09-30,7348.5,52.4,N,15.0,5.0,1.4,2.5,4.2,7.0,19.2,13.7,6.637,0.55,0.813,0.28,106.0,10.8,6.0,10.21,4.5,ACTION
S00001265,EX-015,EXCAVATOR,336,ENGINE,2023-11-15,7624.3,328.2,N,26.8,8.6,1.84,4.5,6.5,10.9,3.6,3.8,0.017,2.59,0.0,0.49,108.9,13.2,9.3,7.78,11.1,NORMAL
S00001266,EX-015,EXCAVATOR,336,ENGINE,2023-12-14,7796.3,1.5,N,11.9,3.8,1.15,2.5,3.3,4.1,2.4,1.6,0.018,0.56,0.0,0.14,106.6,7.7,6.3,11.15,5.2,NORMAL
S00001267,EX-015,EXCAVATOR,336,ENGINE,2024-01-31,8088.1,293.3,N,15.8,8.4,2.51,3.3,4.1,8.4,4.3,3.0,0.018,0.9,0.0,0.51,108.5,13.9,9.3,8.27,7.9,NORMAL
S00001268,EX-015,EXCAVATOR,336,ENGINE,2024-03-09,8313.4,58.8,N,12.0,3.6,1.15,2.7,3.7,6.0,2.6,2.0,0.022,0.45,0.0,0.22,102.8,8.4,6.1,10.13,6.7,NORMAL
S00001269,EX-015,EXCAVATOR,336,ENGINE,2024-05-01,8633.8,379.2,N,22.2,8.7,3.08,4.4,5.3,15.5,3.6,3.9,0.019,0.53,0.0,0.67,105.5,13.6,9.4,6.84,9.7,NORMAL
S00001270,EX-015,EXCAVATOR,336,ENGINE,2024-06-25,8959.4,9.9,N,12.1,4.8,1.08,2.0,2.5,4.5,1.9,2.0,0.021,0.86,0.0,0.2,107.3,7.6,5.9,10.22,6.4,NORMAL
S00001271,EX-015,EXCAVATOR,336,ENGINE,2024-08-10,9236.6,287.1,N,15.7,6.5,2.95,3.6,4.9,7.3,3.7,3.3,0.015,0.63,0.0,0.55,104.5,15.0,9.0,7.77,10.6,NORMAL
S00001272,EX-015,EXCAVATOR,336,ENGINE,2024-09-18,9473.0,33.7,N,10.4,4.9,1.17,2.3,3.4,4.7,2.4,2.0,0.013,0.44,0.0,0.26,109.8,8.6,5.2,9.69,5.6,NORMAL
S00001273,EX-015,EXCAVATOR,336,ENGINE,2024-10-21,9667.2,227.9,N,16.0,5.5,1.99,4.5,5.0,6.7,3.3,2.6,0.032,0.69,0.0,0.4,104.4,12.6,7.7,8.34,7.6,NORMAL
S00001274,EX-015,EXCAVATOR,336,ENGINE,2024-12-21,10033.4,41.5,N,12.2,3.5,1.04,2.3,2.7,6.6,2.5,1.5,0.024,0.72,0.0,0.22,109.5,9.5,6.4,10.11,5.4,NORMAL
S00001275,EX-015,EXCAVATOR,336,ENGINE,2025-01-27,10258.5,266.6,N,21.2,7.2,1.98,3.7,4.4,7.0,2.9,3.0,0.015,0.46,0.0,0.45,107.3,13.2,9.7,7.89,6.4,NORMAL
S00001276,EX-015,EXCAVATOR,336,ENGINE,2025-03-21,10574.2,5.5,N,12.5,4.5,1.01,2.5,2.8,4.8,2.0,2.2,0.019,0.63,0.0,0.23,108.3,7.7,5.4,9.88,3.8,NORMAL
S00001277,EX-015,EXCAVATOR,336,ENGINE,2025-04-19,10749.3,180.6,N,10.5,6.4,1.66,3.4,4.4,6.9,3.5,2.4,0.02,0.75,0.0,0.37,109.4,11.9,8.0,8.4,8.0,NORMAL
S00001278,EX-015,EXCAVATOR,336,ENGINE,2025-06-02,11012.6,444.0,N,27.6,10.2,3.22,5.1,7.0,12.4,5.6,3.2,0.02,0.46,0.0,0.64,109.2,13.9,10.1,6.39,12.1,NORMAL
S00001279,EX-015,EXCAVATOR,336,ENGINE,2025-07-16,11274.0,8.1,N,8.3,3.9,0.88,2.1,3.6,4.4,3.5,2.0,0.042,0.4,0.004,0.21,107.5,8.0,5.2,10.0,4.7,NORMAL
S00001280,EX-015,EXCAVATOR,336,ENGINE,2025-08-28,11536.0,270.1,N,21.8,12.0,1.83,5.5,4.0,8.2,9.8,6.7,2.18,0.61,0.266,0.44,107.8,12.8,8.2,8.44,8.4,ACTION
S00001281,EX-015,EXCAVATOR,336,ENGINE,2025-10-14,11813.0,41.9,N,14.1,4.4,1.15,1.9,3.8,4.7,18.0,13.7,6.503,0.56,0.797,0.27,109.4,9.2,6.2,9.56,4.6,ACTION
S00001282,EX-015,EXCAVATOR,336,ENGINE,2025-11-24,12063.0,291.9,N,22.2,6.7,1.65,5.2,4.3,10.2,3.4,4.3,0.025,0.68,0.0,0.49,107.3,14.4,9.0,8.0,9.0,NORMAL
S00001283,EX-015,EXCAVATOR,336,ENGINE,2025-12-24,12242.7,471.6,N,25.3,7.4,2.96,4.6,8.9,8.8,4.7,3.5,0.025,0.46,0.0,0.65,107.9,16.3,9.8,6.22,11.4,NORMAL
S00001284,EX-015,EXCAVATOR,336,ENGINE,2026-02-01,12474.7,17.5,N,9.5,3.9,1.22,2.5,2.9,5.3,2.0,2.0,0.013,0.53,0.0,0.21,108.1,7.9,6.0,10.54,4.0,NORMAL
S00001285,EX-015,EXCAVATOR,336,ENGINE,2026-03-13,12717.3,260.1,N,17.0,8.8,1.56,4.1,4.1,7.3,4.0,2.9,0.021,0.51,0.0,0.48,107.4,14.9,9.4,8.43,5.9,NORMAL
S00001286,EX-015,EXCAVATOR,336,ENGINE,2026-04-16,12917.2,460.0,N,25.1,8.7,2.36,4.2,6.3,11.1,4.6,4.8,0.023,0.79,0.0,0.72,107.5,13.8,9.7,6.25,10.3,NORMAL
S00001287,EX-015,EXCAVATOR,336,ENGINE,2026-05-24,13145.1,15.4,N,9.6,5.1,1.6,2.3,2.6,4.2,2.3,1.9,0.016,0.57,0.0,0.22,103.3,9.5,6.3,10.29,3.9,NORMAL
S00001316,EX-015,EXCAVATOR,336,FINAL_DRIVE,2023-04-25,6350.0,35.0,N,54.1,4.7,3.55,4.3,4.6,4.7,1.6,1.2,0.038,0.0,0.0,0.03,102.6,5.0,3.2,5.66,19.4,NORMAL
S00001317,EX-015,EXCAVATOR,336,FINAL_DRIVE,2023-07-24,6889.6,574.6,N,71.1,6.7,4.1,8.1,6.4,8.5,2.3,1.9,0.04,0.0,0.0,0.04,98.5,6.3,3.4,4.91,25.2,NORMAL
S00001318,EX-015,EXCAVATOR,336,FINAL_DRIVE,2023-10-22,7429.2,1114.2,N,83.1,8.6,4.51,11.0,5.7,10.2,3.2,1.9,0.03,0.0,0.0,0.06,103.5,7.5,4.4,4.31,36.3,NORMAL
S00001319,EX-015,EXCAVATOR,336,FINAL_DRIVE,2024-01-20,7968.8,1653.9,N,108.3,10.9,6.89,9.7,9.1,13.0,4.4,2.9,0.043,0.0,0.0,0.08,104.7,10.0,4.3,3.98,37.9,NORMAL
S00001320,EX-015,EXCAVATOR,336,FINAL_DRIVE,2024-04-19,8508.5,22.5,N,56.5,4.6,2.4,4.4,3.0,5.5,2.0,1.0,0.043,0.0,0.0,0.03,99.8,4.0,3.2,5.85,20.0,NORMAL
S00001321,EX-015,EXCAVATOR,336,FINAL_DRIVE,2024-07-18,9048.1,562.2,N,68.5,7.0,3.69,5.8,4.8,6.8,2.4,1.7,0.033,0.0,0.0,0.05,104.2,5.6,3.8,4.97,30.9,NORMAL
S00001322,EX-015,EXCAVATOR,336,FINAL_DRIVE,2024-10-16,9587.7,1101.8,N,80.5,6.7,4.5,7.7,4.5,10.4,3.1,2.3,0.036,0.0,0.0,0.05,100.6,7.9,3.8,4.27,28.3,NORMAL
S00001323,EX-015,EXCAVATOR,336,FINAL_DRIVE,2025-01-14,10127.3,1641.4,N,100.1,10.2,7.05,13.6,8.3,14.3,3.2,2.3,0.048,0.0,0.0,0.07,99.3,8.9,5.7,3.87,43.7,NORMAL
S00001324,EX-015,EXCAVATOR,336,FINAL_DRIVE,2025-04-14,10666.9,57.2,N,46.6,6.1,3.27,4.4,3.1,5.7,1.4,1.0,0.046,0.0,0.0,0.03,98.4,5.2,2.8,5.48,13.2,NORMAL
S00001325,EX-015,EXCAVATOR,336,FINAL_DRIVE,2025-07-13,11206.6,596.8,N,57.7,7.3,3.51,7.6,5.5,6.9,2.8,1.9,0.042,0.0,0.0,0.04,97.6,5.8,3.6,5.34,23.3,NORMAL
S00001326,EX-015,EXCAVATOR,336,FINAL_DRIVE,2025-10-11,11746.2,1136.4,N,98.4,9.1,3.55,6.3,7.0,10.5,4.1,1.7,0.057,0.0,0.0,0.06,101.2,8.1,4.0,4.76,43.9,NORMAL
S00001327,EX-015,EXCAVATOR,336,FINAL_DRIVE,2026-01-09,12285.8,1676.0,N,99.7,12.6,6.74,12.6,9.0,13.0,3.0,2.6,0.057,0.0,0.0,0.08,100.8,6.8,4.7,4.03,42.0,NORMAL
S00001328,EX-015,EXCAVATOR,336,FINAL_DRIVE,2026-04-09,12825.4,27.0,N,56.1,4.0,2.59,6.0,3.7,6.2,2.3,1.4,0.038,0.0,0.0,0.02,97.4,4.9,2.8,5.83,16.5,NORMAL
S00001288,EX-015,EXCAVATOR,336,HYDRAULIC,2023-04-23,6350.0,30.2,N,16.1,2.3,0.48,1.2,1.5,4.3,1.6,0.9,12.098,0.0,0.0,0.03,49.5,6.1,3.0,4.74,3.6,MONITOR
S00001289,EX-015,EXCAVATOR,336,HYDRAULIC,2023-07-22,6889.6,569.8,N,8.5,3.1,0.96,1.7,2.3,6.0,2.4,2.3,0.022,0.0,0.0,0.05,44.0,6.7,3.6,4.17,4.5,NORMAL
S00001290,EX-015,EXCAVATOR,336,HYDRAULIC,2023-10-20,7429.2,1109.4,N,11.4,3.6,1.52,1.8,3.0,5.5,3.3,2.5,0.023,0.0,0.0,0.06,47.6,8.7,4.2,4.26,6.2,NORMAL
S00001291,EX-015,EXCAVATOR,336,HYDRAULIC,2024-01-18,7968.8,1649.0,N,13.7,5.4,1.05,1.9,3.0,7.3,3.5,2.6,0.03,0.0,0.0,0.07,45.1,9.3,4.6,3.08,8.3,NORMAL
S00001292,EX-015,EXCAVATOR,336,HYDRAULIC,2024-04-17,8508.5,45.7,N,5.8,2.3,0.58,1.3,1.5,3.3,1.6,1.4,0.035,0.0,0.0,0.03,44.2,5.4,3.2,4.56,3.5,NORMAL
S00001293,EX-015,EXCAVATOR,336,HYDRAULIC,2024-07-16,9048.1,585.3,N,10.4,3.2,0.61,1.2,2.0,4.6,2.5,1.6,0.044,0.0,0.0,0.04,45.4,7.9,4.0,3.91,5.6,NORMAL
S00001294,EX-015,EXCAVATOR,336,HYDRAULIC,2024-10-14,9587.7,1124.9,N,11.3,3.4,1.05,2.3,3.8,8.1,3.0,2.2,0.018,0.0,0.0,0.05,45.5,9.4,4.2,3.66,5.4,NORMAL
S00001295,EX-015,EXCAVATOR,336,HYDRAULIC,2025-01-12,10127.3,1664.5,N,25.4,4.4,1.01,2.3,3.8,9.2,2.7,2.9,9.854,0.0,0.0,0.08,44.6,9.3,5.0,3.13,10.2,MONITOR
S00001296,EX-015,EXCAVATOR,336,HYDRAULIC,2025-04-12,10666.9,15.3,N,7.4,2.0,0.53,1.1,1.3,3.0,1.2,0.7,0.03,0.0,0.0,0.02,46.6,5.2,2.8,4.52,2.9,NORMAL
S00001297,EX-015,EXCAVATOR,336,HYDRAULIC,2025-07-11,11206.6,554.9,N,9.4,3.2,0.68,1.6,1.9,5.5,3.3,1.4,0.033,0.0,0.0,0.05,45.9,7.9,3.7,4.02,6.4,NORMAL
S00001298,EX-015,EXCAVATOR,336,HYDRAULIC,2025-10-09,11746.2,1094.5,N,10.9,4.2,0.94,2.4,2.8,4.9,3.1,1.9,0.032,0.0,0.0,0.07,47.8,7.5,4.6,3.63,4.6,NORMAL
S00001299,EX-015,EXCAVATOR,336,HYDRAULIC,2026-01-07,12285.8,1634.1,N,10.6,8.4,1.55,2.6,4.5,7.4,3.3,2.5,0.026,0.0,0.0,0.08,46.9,9.8,4.4,3.13,7.3,NORMAL
S00001300,EX-015,EXCAVATOR,336,HYDRAULIC,2026-04-07,12825.4,33.7,N,7.7,2.2,0.5,1.0,1.8,2.9,1.9,0.9,0.028,0.0,0.0,0.02,42.3,5.6,3.0,4.62,4.1,NORMAL
S00001301,EX-015,EXCAVATOR,336,TRANSMISSION,2023-04-05,6282.2,920.7,N,61.7,14.9,4.92,10.0,6.8,11.1,4.4,2.7,0.04,0.0,0.0,0.17,66.9,13.6,7.5,4.52,15.7,NORMAL
S00001302,EX-015,EXCAVATOR,336,TRANSMISSION,2023-06-11,6680.6,33.9,N,21.6,9.5,2.53,4.6,2.7,4.6,1.7,1.4,0.025,0.0,0.0,0.06,68.3,6.8,3.4,6.28,10.0,NORMAL
S00001303,EX-015,EXCAVATOR,336,TRANSMISSION,2023-09-09,7220.2,573.5,N,33.7,11.6,4.53,6.9,5.3,9.3,2.9,1.8,0.029,0.0,0.0,0.11,65.5,9.6,5.9,5.5,14.8,NORMAL
S00001304,EX-015,EXCAVATOR,336,TRANSMISSION,2023-11-14,7614.1,967.4,N,56.7,15.1,4.45,7.7,6.8,10.1,3.7,2.1,0.041,0.0,0.0,0.18,70.1,12.5,6.3,4.41,20.7,NORMAL
S00001305,EX-015,EXCAVATOR,336,TRANSMISSION,2024-02-08,8132.9,44.1,N,36.3,8.2,2.89,3.1,3.1,4.6,2.1,1.0,0.031,0.0,0.0,0.05,69.0,6.4,4.0,6.42,13.0,NORMAL
S00001306,EX-015,EXCAVATOR,336,TRANSMISSION,2024-04-29,8619.7,530.9,N,131.5,13.9,11.05,5.3,5.5,7.1,3.0,1.7,0.032,0.0,0.0,0.12,68.8,10.2,4.4,5.41,71.3,ACTION
S00001307,EX-015,EXCAVATOR,336,TRANSMISSION,2024-07-15,9077.8,989.1,N,57.7,17.3,4.48,8.8,7.7,10.9,5.7,3.1,0.018,0.0,0.0,0.13,67.7,11.8,6.9,4.0,18.7,NORMAL
S00001308,EX-015,EXCAVATOR,336,TRANSMISSION,2024-10-13,9617.5,7.8,N,21.7,7.5,1.85,3.5,3.2,3.8,2.0,1.4,0.02,0.0,0.0,0.04,68.6,6.4,3.6,7.05,8.9,NORMAL
S00001309,EX-015,EXCAVATOR,336,TRANSMISSION,2025-01-11,10157.1,547.4,N,44.3,11.7,2.38,5.9,5.3,6.5,3.2,2.1,0.03,0.0,0.0,0.11,71.4,9.7,5.4,5.63,13.4,NORMAL
S00001310,EX-015,EXCAVATOR,336,TRANSMISSION,2025-04-01,10635.6,41.7,N,19.7,7.6,2.01,4.3,2.9,3.1,1.7,1.4,0.025,0.0,0.0,0.05,67.5,6.7,3.8,6.14,8.1,NORMAL
S00001311,EX-015,EXCAVATOR,336,TRANSMISSION,2025-05-24,10958.6,364.7,N,32.0,11.8,2.5,5.2,4.7,5.4,2.6,1.6,0.042,0.0,0.0,0.09,70.0,9.6,4.8,5.96,14.5,NORMAL
S00001312,EX-015,EXCAVATOR,336,TRANSMISSION,2025-08-22,11498.2,904.3,N,70.2,19.2,3.27,8.3,7.5,8.2,4.1,3.7,0.039,0.0,0.0,0.16,68.2,11.9,6.2,4.79,19.0,NORMAL
S00001313,EX-015,EXCAVATOR,336,TRANSMISSION,2025-11-13,11991.6,52.6,N,48.3,36.3,1.87,18.9,2.9,3.5,1.5,1.2,0.028,0.0,0.0,0.06,66.7,6.6,3.9,7.04,7.2,MONITOR
S00001314,EX-015,EXCAVATOR,336,TRANSMISSION,2026-02-11,12531.2,592.2,N,44.8,15.9,3.42,6.9,7.7,9.8,3.1,2.3,0.024,0.0,0.0,0.13,67.0,10.3,6.3,5.38,13.4,NORMAL
S00001315,EX-015,EXCAVATOR,336,TRANSMISSION,2026-04-21,12946.6,23.0,N,22.0,7.0,1.47,4.5,2.8,4.2,1.4,1.2,0.026,0.0,0.0,0.06,67.1,6.4,4.2,6.52,8.1,NORMAL
S00001329,EX-016,EXCAVATOR,336,ENGINE,2023-02-07,4952.6,328.9,N,24.2,7.4,1.96,4.3,6.8,10.0,4.2,2.5,0.018,0.55,0.0,0.53,107.1,13.8,8.8,7.9,8.9,NORMAL
S00001330,EX-016,EXCAVATOR,336,ENGINE,2023-03-18,5216.2,51.0,N,11.1,5.0,1.83,2.4,3.1,5.5,2.9,2.5,0.029,0.77,0.0,0.22,105.8,9.2,6.9,10.02,4.7,NORMAL
S00001331,EX-016,EXCAVATOR,336,ENGINE,2023-04-16,5413.0,247.8,N,16.6,8.8,1.98,5.5,4.1,7.1,2.3,3.2,0.02,0.96,0.0,0.37,104.1,12.1,8.5,8.78,6.7,NORMAL
S00001332,EX-016,EXCAVATOR,336,ENGINE,2023-05-27,5687.6,58.1,N,13.3,4.9,1.34,3.0,2.7,4.8,2.7,1.7,0.02,0.51,0.0,0.3,107.1,9.4,6.0,9.08,4.9,NORMAL
S00001333,EX-016,EXCAVATOR,336,ENGINE,2023-07-09,5982.7,353.2,N,20.2,10.4,2.67,6.0,7.1,9.6,5.7,3.8,0.024,0.64,0.0,0.5,113.6,13.6,10.2,7.0,10.1,NORMAL
S00001334,EX-016,EXCAVATOR,336,ENGINE,2023-08-20,6260.7,30.9,N,12.6,4.2,1.5,2.9,2.9,3.9,3.5,2.0,0.02,0.85,0.0,0.24,103.7,7.7,6.6,10.02,6.0,NORMAL
S00001335,EX-016,EXCAVATOR,336,ENGINE,2023-09-21,6481.2,251.4,N,21.7,5.4,1.88,3.6,4.1,7.4,3.5,3.2,0.017,0.63,0.0,0.45,109.1,13.3,7.6,8.69,8.6,NORMAL
S00001336,EX-016,EXCAVATOR,336,ENGINE,2023-10-29,6731.6,48.3,N,9.7,5.0,1.27,2.4,4.0,5.1,1.8,1.8,0.017,0.4,0.0,0.3,104.4,8.9,6.1,10.14,4.8,NORMAL
S00001337,EX-016,EXCAVATOR,336,ENGINE,2023-12-16,7059.2,375.8,N,22.3,9.3,2.03,6.1,7.3,12.0,4.7,4.3,0.016,1.13,0.0,0.4,108.1,13.2,10.7,7.16,9.2,NORMAL
S00001338,EX-016,EXCAVATOR,336,ENGINE,2024-01-31,7369.4,25.7,N,9.9,3.9,1.53,2.4,2.7,5.6,2.8,2.2,0.021,0.74,0.0,0.26,113.6,8.2,5.8,10.57,5.6,NORMAL
S00001339,EX-016,EXCAVATOR,336,ENGINE,2024-03-13,7651.1,307.4,N,16.0,8.1,2.06,4.3,7.1,8.4,4.9,3.3,0.015,0.53,0.0,0.48,106.3,11.9,8.9,7.84,8.3,NORMAL
S00001340,EX-016,EXCAVATOR,336,ENGINE,2024-04-12,7853.2,22.8,N,11.2,3.8,1.64,2.2,2.4,5.7,2.9,1.7,0.023,0.85,0.0,0.25,103.5,8.8,5.9,9.52,6.4,NORMAL
S00001341,EX-016,EXCAVATOR,336,ENGINE,2024-05-17,8088.6,258.3,N,21.7,7.0,2.53,3.4,5.3,4.9,3.9,2.9,0.017,0.74,0.0,0.55,102.9,12.9,8.8,8.15,9.4,NORMAL
S00001342,EX-016,EXCAVATOR,336,ENGINE,2024-06-27,8369.4,28.1,N,11.2,3.3,1.29,2.6,3.0,4.4,2.2,2.0,0.025,0.7,0.0,0.22,107.8,8.8,6.4,10.03,4.5,NORMAL
S00001343,EX-016,EXCAVATOR,336,ENGINE,2024-08-12,8678.1,336.8,N,26.2,8.6,2.65,5.1,5.3,10.5,5.4,3.4,0.022,0.8,0.0,0.46,98.7,13.7,9.0,7.41,12.5,NORMAL
S00001344,EX-016,EXCAVATOR,336,ENGINE,2024-09-23,8961.8,22.1,N,9.7,4.9,0.91,2.3,2.0,4.3,3.2,1.6,0.023,0.74,0.0,0.21,110.1,9.8,5.2,10.53,4.0,NORMAL
S00001345,EX-016,EXCAVATOR,336,ENGINE,2024-11-08,9270.9,331.1,N,17.3,9.3,4.0,4.3,5.2,9.1,5.9,3.3,0.029,0.49,0.0,0.49,110.0,16.4,9.9,7.56,6.9,NORMAL
S00001346,EX-016,EXCAVATOR,336,ENGINE,2024-12-15,9520.8,15.1,N,9.2,3.4,1.51,2.5,2.8,3.9,1.9,1.5,0.015,0.65,0.0,0.18,111.2,8.5,6.2,10.48,3.9,NORMAL
S00001347,EX-016,EXCAVATOR,336,ENGINE,2025-01-31,9840.0,334.4,N,18.6,9.5,3.37,4.7,5.3,8.7,4.3,3.5,0.011,0.62,0.0,0.61,110.8,15.2,7.3,7.73,8.7,NORMAL
S00001348,EX-016,EXCAVATOR,336,ENGINE,2025-03-19,10153.3,30.9,N,9.3,4.8,0.95,2.0,2.7,5.3,2.5,2.1,0.015,0.66,0.0,0.24,105.5,10.4,5.9,9.5,4.5,NORMAL
S00001349,EX-016,EXCAVATOR,336,ENGINE,2025-04-28,10426.0,303.6,N,16.7,6.8,2.14,5.2,5.2,11.5,5.0,4.2,0.018,0.62,0.0,0.52,108.6,12.7,9.0,7.42,8.6,NORMAL
S00001350,EX-016,EXCAVATOR,336,ENGINE,2025-06-03,10664.6,11.5,N,10.7,3.6,1.05,2.8,2.4,5.2,2.4,1.8,0.02,0.69,0.0,0.22,110.6,8.6,5.4,10.24,4.7,NORMAL
